timestamp,lat,lon,rain_1h,rain_3h,rain_6h,rain_24h,rain_72h,soil_wetness,soil_change,slope_score,elevation_norm,twi_proxy,river_proximity,historical_hazard,event,event_time
2020-01-01 00:00:00+00:00,30.1,78.3,0.8383815207201775,0.8383815207201775,0.8383815207201775,0.8383815207201775,0.8383815207201775,0.2203713873648913,0.0,63.86047887471764,0.6612913394788682,0.4009743597116945,0.8122992520579077,0.421097850933994,1,2020-01-01 00:00:00+00:00
2020-01-01 00:00:00+00:00,30.8,79.2,3.1848648927359995,3.1848648927359995,3.1848648927359995,3.1848648927359995,3.1848648927359995,0.27290479889262315,0.0,57.63543283428571,0.4397699437464999,0.43766907470836136,0.8375103143258037,1.0,0,
2020-01-01 00:00:00+00:00,29.9,78.9,5.875471049562611,5.875471049562611,5.875471049562611,5.875471049562611,5.875471049562611,0.2911690345463157,0.0,76.63513571208036,0.3181373817237442,0.290535979439914,0.6334580401928488,1.0,1,2020-01-01 00:00:00+00:00
2020-01-01 00:00:00+00:00,31.2,78.6,0.9321076857406965,0.9321076857406965,0.9321076857406965,0.9321076857406965,0.9321076857406965,0.323021593694692,0.0,73.57158545776795,0.5537261368736229,0.3560138319913276,0.7354935010282654,0.7685530444872217,1,2020-01-01 00:00:00+00:00
2020-01-01 00:00:00+00:00,31.0,78.2,2.146005085394919,2.146005085394919,2.146005085394919,2.146005085394919,2.146005085394919,0.250834865748202,0.0,54.68818463944814,0.4662742982628957,0.47430193260579706,0.8576582759380266,0.8258757565608923,0,
2020-01-01 00:00:00+00:00,30.7,78.9,11.631634240580267,11.631634240580267,11.631634240580267,11.631634240580267,11.631634240580267,0.2490564247641304,0.0,61.04023922747091,0.4234643923759533,0.38459316577991515,0.6944293051779831,0.614528944970769,1,2020-01-01 00:00:00+00:00
2020-01-01 00:00:00+00:00,30.5,78.7,2.8621289420374163,2.8621289420374163,2.8621289420374163,2.8621289420374163,2.8621289420374163,0.22973513903620596,0.0,43.45722623035715,0.4421838300147671,0.5038217779604461,0.7973860468901928,0.5839248752476394,1,2020-01-01 00:00:00+00:00
2020-01-01 00:00:00+00:00,30.3,78.5,4.25006285387552,4.25006285387552,4.25006285387552,4.25006285387552,4.25006285387552,0.2509462604927493,0.0,66.64328939029711,0.37431780119507047,0.3764838490929744,0.6493852954952297,0.4217044907472188,0,
2020-01-01 01:00:00+00:00,30.8,79.2,8.649235667061937,11.834100559797937,11.834100559797937,11.834100559797937,11.834100559797937,0.24566496414495156,-0.027239834747671582,60.643847765302056,0.3803725550124821,0.4580734383963899,0.6024766578726751,1.0,0,
2020-01-01 01:00:00+00:00,30.1,78.3,9.171592258390879,10.009973779111057,10.009973779111057,10.009973779111057,10.009973779111057,0.277910146226429,0.0575387588615377,79.5077493380514,0.5263486452496022,0.368969072857573,0.793364753740953,0.2831517902723509,1,2020-01-01 01:00:00+00:00
2020-01-01 01:00:00+00:00,29.9,78.9,0.614532810904485,6.490003860467096,6.490003860467096,6.490003860467096,6.490003860467096,0.22455976815603246,-0.06660926639028325,31.488188217440467,0.4994812150650729,0.525375384178883,0.6880195854053388,0.9463026608253814,0,
2020-01-01 01:00:00+00:00,30.3,78.5,7.440379604323395,11.690442458198916,11.690442458198916,11.690442458198916,11.690442458198916,0.2806645218626979,0.029718261369948595,58.95037622579466,0.3592597269880866,0.3769600582040099,0.8005426773434298,0.4158204908044243,1,2020-01-01 01:00:00+00:00
2020-01-01 01:00:00+00:00,30.5,78.7,5.275180351881652,8.137309293919067,8.137309293919067,8.137309293919067,8.137309293919067,0.291156798909704,0.061421659873498013,54.305432949236646,0.5302897303678936,0.36962638067127035,0.8025611909807928,0.5813133672564841,0,
2020-01-01 01:00:00+00:00,31.0,78.2,3.423464734363017,5.569469819757936,5.569469819757936,5.569469819757936,5.569469819757936,0.20632523298474126,-0.04450963276346076,78.11323826615944,0.6148359467907473,0.38551653438671096,0.6958439173014769,0.7131959849427268,1,2020-01-01 01:00:00+00:00
2020-01-01 01:00:00+00:00,30.7,78.9,0.5544891935763578,12.186123434156624,12.186123434156624,12.186123434156624,12.186123434156624,0.2151038334133729,-0.03395259135075748,65.07558316495916,0.5233082133540361,0.36053110059193777,0.7343712576702724,0.5949114389392878,0,
2020-01-01 01:00:00+00:00,31.2,78.6,2.5427055883508967,3.474813274091593,3.474813274091593,3.474813274091593,3.474813274091593,0.2662436949825066,-0.056777898712185415,52.96135156386249,0.2917197739985671,0.431057267952417,0.9012200967829112,0.8216242631471207,1,2020-01-01 01:00:00+00:00
