timestamp,lat,lon,rain_1h,rain_3h,rain_6h,rain_24h,rain_72h
2020-01-01 00:00:00+00:00,30.1,78.3,0.8383815207201775,0.8383815207201775,0.8383815207201775,0.8383815207201775,0.8383815207201775
2020-01-01 00:00:00+00:00,30.8,79.2,3.1848648927359995,3.1848648927359995,3.1848648927359995,3.1848648927359995,3.1848648927359995
2020-01-01 00:00:00+00:00,29.9,78.9,5.875471049562611,5.875471049562611,5.875471049562611,5.875471049562611,5.875471049562611
2020-01-01 00:00:00+00:00,31.2,78.6,0.9321076857406965,0.9321076857406965,0.9321076857406965,0.9321076857406965,0.9321076857406965
2020-01-01 00:00:00+00:00,31.0,78.2,2.146005085394919,2.146005085394919,2.146005085394919,2.146005085394919,2.146005085394919
2020-01-01 00:00:00+00:00,30.7,78.9,11.631634240580267,11.631634240580267,11.631634240580267,11.631634240580267,11.631634240580267
2020-01-01 00:00:00+00:00,30.5,78.7,2.8621289420374163,2.8621289420374163,2.8621289420374163,2.8621289420374163,2.8621289420374163
2020-01-01 00:00:00+00:00,30.3,78.5,4.25006285387552,4.25006285387552,4.25006285387552,4.25006285387552,4.25006285387552
2020-01-01 01:00:00+00:00,30.8,79.2,8.649235667061937,11.834100559797937,11.834100559797937,11.834100559797937,11.834100559797937
2020-01-01 01:00:00+00:00,30.1,78.3,9.171592258390879,10.009973779111057,10.009973779111057,10.009973779111057,10.009973779111057
2020-01-01 01:00:00+00:00,29.9,78.9,0.614532810904485,6.490003860467096,6.490003860467096,6.490003860467096,6.490003860467096
2020-01-01 01:00:00+00:00,30.3,78.5,7.440379604323395,11.690442458198916,11.690442458198916,11.690442458198916,11.690442458198916
2020-01-01 01:00:00+00:00,30.5,78.7,5.275180351881652,8.137309293919067,8.137309293919067,8.137309293919067,8.137309293919067
2020-01-01 01:00:00+00:00,31.0,78.2,3.423464734363017,5.569469819757936,5.569469819757936,5.569469819757936,5.569469819757936
2020-01-01 01:00:00+00:00,30.7,78.9,0.5544891935763578,12.186123434156624,12.186123434156624,12.186123434156624,12.186123434156624
2020-01-01 01:00:00+00:00,31.2,78.6,2.5427055883508967,3.474813274091593,3.474813274091593,3.474813274091593,3.474813274091593
2020-01-01 02:00:00+00:00,31.0,78.2,7.863315961972237,13.432785781730173,13.432785781730173,13.432785781730173,13.432785781730173
2020-01-01 02:00:00+00:00,30.3,78.5,3.0189780214584565,14.709420479657371,14.709420479657371,14.709420479657371,14.709420479657371
2020-01-01 02:00:00+00:00,29.9,78.9,8.600098061515748,15.090101921982845,15.090101921982845,15.090101921982845,15.090101921982845
2020-01-01 02:00:00+00:00,30.5,78.7,1.8782090201022594,10.015518314021328,10.015518314021328,10.015518314021328,10.015518314021328
2020-01-01 02:00:00+00:00,30.1,78.3,0.6511308265179098,10.661104605628967,10.661104605628967,10.661104605628967,10.661104605628967
2020-01-01 02:00:00+00:00,30.8,79.2,2.8643695279504855,14.698470087748422,14.698470087748422,14.698470087748422,14.698470087748422
2020-01-01 02:00:00+00:00,30.7,78.9,6.430325334435985,18.616448768592612,18.616448768592612,18.616448768592612,18.616448768592612
2020-01-01 02:00:00+00:00,31.2,78.6,2.5899193668024036,6.064732640893997,6.064732640893997,6.064732640893997,6.064732640893997
2020-01-01 03:00:00+00:00,31.0,78.2,1.9075320537388447,13.194312750074099,15.340317835469017,15.340317835469017,15.340317835469017
2020-01-01 03:00:00+00:00,29.9,78.9,9.169320057660853,18.383950930081085,24.259421979643697,24.259421979643697,24.259421979643697
2020-01-01 03:00:00+00:00,30.8,79.2,8.949324615208658,20.46292981022108,23.64779470295708,23.64779470295708,23.64779470295708
2020-01-01 03:00:00+00:00,31.2,78.6,12.540324285517771,17.672949240671073,18.60505692641177,18.60505692641177,18.60505692641177
2020-01-01 03:00:00+00:00,30.7,78.9,2.2455798628725514,9.230394390884895,20.86202863146516,20.86202863146516,20.86202863146516
2020-01-01 03:00:00+00:00,30.1,78.3,13.911799365255199,23.734522450163986,24.572903970884166,24.572903970884166,24.572903970884166
2020-01-01 03:00:00+00:00,30.5,78.7,2.7456429302370404,9.899032302220952,12.761161244258368,12.761161244258368,12.761161244258368
2020-01-01 03:00:00+00:00,30.3,78.5,4.777206612100871,15.236564237882723,19.486627091758244,19.486627091758244,19.486627091758244
2020-01-01 04:00:00+00:00,30.5,78.7,2.1354721497278413,6.759324100067142,14.896633393986209,14.896633393986209,14.896633393986209
