timestamp,lat,lon,soil_wetness,soil_change
2020-01-01 00:00:00+00:00,30.1,78.3,0.2203713873648913,0.0
2020-01-01 00:00:00+00:00,30.8,79.2,0.27290479889262315,0.0
2020-01-01 00:00:00+00:00,29.9,78.9,0.2911690345463157,0.0
2020-01-01 00:00:00+00:00,31.2,78.6,0.323021593694692,0.0
2020-01-01 00:00:00+00:00,31.0,78.2,0.250834865748202,0.0
2020-01-01 00:00:00+00:00,30.7,78.9,0.2490564247641304,0.0
2020-01-01 00:00:00+00:00,30.5,78.7,0.22973513903620596,0.0
2020-01-01 00:00:00+00:00,30.3,78.5,0.2509462604927493,0.0
2020-01-01 01:00:00+00:00,30.8,79.2,0.24566496414495156,-0.027239834747671582
2020-01-01 01:00:00+00:00,30.1,78.3,0.277910146226429,0.0575387588615377
2020-01-01 01:00:00+00:00,29.9,78.9,0.22455976815603246,-0.06660926639028325
2020-01-01 01:00:00+00:00,30.3,78.5,0.2806645218626979,0.029718261369948595
2020-01-01 01:00:00+00:00,30.5,78.7,0.291156798909704,0.061421659873498013
2020-01-01 01:00:00+00:00,31.0,78.2,0.20632523298474126,-0.04450963276346076
2020-01-01 01:00:00+00:00,30.7,78.9,0.2151038334133729,-0.03395259135075748
2020-01-01 01:00:00+00:00,31.2,78.6,0.2662436949825066,-0.056777898712185415
2020-01-01 02:00:00+00:00,31.0,78.2,0.28302999927859673,0.07670476629385548
2020-01-01 02:00:00+00:00,30.3,78.5,0.3147245022698806,0.034059980407182666
2020-01-01 02:00:00+00:00,29.9,78.9,0.2569988265523068,0.03243905839627437
2020-01-01 02:00:00+00:00,30.5,78.7,0.2686876045297254,-0.022469194379978574
2020-01-01 02:00:00+00:00,30.1,78.3,0.2647125542468824,-0.013197591979546619
2020-01-01 02:00:00+00:00,30.8,79.2,0.3089835281726326,0.06331856402768102
2020-01-01 02:00:00+00:00,30.7,78.9,0.25521511719472684,0.040111283781353924
2020-01-01 02:00:00+00:00,31.2,78.6,0.3269070622693908,0.06066336728688421
2020-01-01 03:00:00+00:00,31.0,78.2,0.2764442445968917,-0.006585754681705025
2020-01-01 03:00:00+00:00,29.9,78.9,0.2172391012317484,-0.03975972532055844
2020-01-01 03:00:00+00:00,30.8,79.2,0.32274252037466983,0.013758992202037246
2020-01-01 03:00:00+00:00,31.2,78.6,0.32251795722079746,-0.004389105048593356
2020-01-01 03:00:00+00:00,30.7,78.9,0.336888652779627,0.08167353558490015
2020-01-01 03:00:00+00:00,30.1,78.3,0.26829159341283293,0.003579039165950537
2020-01-01 03:00:00+00:00,30.5,78.7,0.29367965395830675,0.024992049428581353
2020-01-01 03:00:00+00:00,30.3,78.5,0.26197599385632153,-0.05274850841355905
2020-01-01 04:00:00+00:00,30.5,78.7,0.2584459583668501,-0.03523369559145667
2020-01-01 04:00:00+00:00,31.2,78.6,0.30790923063639425,-0.014608726584403209
2020-01-01 04:00:00+00:00,31.0,78.2,0.3061943025215548,0.029750057924663065
2020-01-01 04:00:00+00:00,29.9,78.9,0.3236385659211178,0.1063994646893694
2020-01-01 04:00:00+00:00,30.8,79.2,0.2644801870283092,-0.058262333346360606
2020-01-01 04:00:00+00:00,30.7,78.9,0.2808482650368678,-0.05604038774275921
2020-01-01 04:00:00+00:00,30.3,78.5,0.35088863771097184,0.08891264385465031
2020-01-01 04:00:00+00:00,30.1,78.3,0.3322155451850589,0.06392395177222598
2020-01-01 05:00:00+00:00,30.1,78.3,0.3213091452413421,-0.010906399943716838
2020-01-01 05:00:00+00:00,31.2,78.6,0.2833047258696718,-0.024604504766722435
2020-01-01 05:00:00+00:00,29.9,78.9,0.30210992736371794,-0.021528638557399837
2020-01-01 05:00:00+00:00,31.0,78.2,0.2911534559628806,-0.015040846558674159
2020-01-01 05:00:00+00:00,30.8,79.2,0.34342650274973247,0.07894631572142324
2020-01-01 05:00:00+00:00,30.7,78.9,0.2630592199203332,-0.017789045116534563
2020-01-01 05:00:00+00:00,30.3,78.5,0.2159670476666785,-0.13492159004429333
2020-01-01 05:00:00+00:00,30.5,78.7,0.25851942808072265,7.346971387256485e-05
